GEO_ID,Geographic_Area_Name,Estimate_Total,Percentage_Total_Built_2020_or_later,Percentage_Total_Built_2010_to_2019,Percentage_Total_Built_2000_to_2009,Percentage_Total_Built_1990_to_1999,Percentage_Total_Built_1980_to_1989,Percentage_Total_Built_1970_to_1979,Percentage_Total_Built_1960_to_1969,Percentage_Total_Built_1950_to_1959,Percentage_Total_Built_1940_to_1949,Percentage_Total_Built_1939_or_earlier
0500000US51161,"Roanoke County, Virginia",42377,0.011,0.071,0.1061,0.1135,0.1409,0.1986,0.1679,0.097,0.0287,0.0653
0500000US51165,"Rockingham County, Virginia",36522,0.0111,0.0926,0.189,0.1301,0.1355,0.1534,0.0655,0.0637,0.0403,0.1187
0500000US51177,"Spotsylvania County, Virginia",55480,0.0433,0.1643,0.2584,0.1912,0.178,0.1002,0.0194,0.0276,0.0034,0.0143
0500000US51179,"Stafford County, Virginia",54836,0.0229,0.1879,0.2473,0.2047,0.1388,0.1157,0.0296,0.0345,0.0092,0.0094
0500000US51199,"York County, Virginia",28578,0.0405,0.1174,0.1644,0.2337,0.1685,0.0956,0.0892,0.0676,0.0078,0.0155
0500000US51510,"Alexandria city, Virginia",80342,0.0105,0.1159,0.1256,0.078,0.1189,0.1516,0.1305,0.0963,0.0771,0.0956
0500000US51550,"Chesapeake city, Virginia",97286,0.0173,0.1457,0.1479,0.1988,0.2018,0.111,0.085,0.0578,0.0202,0.0145
0500000US51650,"Hampton city, Virginia",62624,0.0147,0.0585,0.0919,0.1211,0.1779,0.1136,0.1911,0.1104,0.057,0.0638
0500000US51680,"Lynchburg city, Virginia",34201,0.021,0.0658,0.107,0.0495,0.0889,0.1525,0.1389,0.1033,0.0606,0.2125
0500000US51700,"Newport News city, Virginia",81862,0.0066,0.0723,0.0935,0.1396,0.203,0.162,0.1392,0.0762,0.0554,0.0521
0500000US51710,"Norfolk city, Virginia",103573,0.012,0.0877,0.0655,0.0514,0.1406,0.0766,0.1074,0.2103,0.1108,0.1377
0500000US51740,"Portsmouth city, Virginia",43394,0.0021,0.0633,0.0727,0.0828,0.0944,0.1596,0.1406,0.168,0.1015,0.115
0500000US51760,"Richmond city, Virginia",113473,0.0148,0.0975,0.0651,0.0354,0.0706,0.0581,0.1235,0.1391,0.0826,0.3133
0500000US51770,"Roanoke city, Virginia",49154,0.0065,0.03,0.0566,0.0512,0.0584,0.1119,0.1253,0.2025,0.12,0.2374
0500000US51800,"Suffolk city, Virginia",40849,0.0517,0.1654,0.2148,0.1385,0.0982,0.0944,0.0899,0.0677,0.0298,0.0496
0500000US51810,"Virginia Beach city, Virginia",191169,0.0051,0.0891,0.103,0.1074,0.3033,0.1953,0.1189,0.0498,0.0176,0.0105
0500000US53005,"Benton County, Washington",83289,0.0224,0.1701,0.1611,0.1218,0.0879,0.1853,0.0782,0.0593,0.0818,0.0321
0500000US53007,"Chelan County, Washington",38744,0.0312,0.1066,0.1712,0.1535,0.1214,0.1162,0.0734,0.0622,0.0295,0.1347
0500000US53009,"Clallam County, Washington",38615,0.0236,0.0995,0.1348,0.1629,0.1373,0.1868,0.0638,0.0871,0.029,0.0752
0500000US53011,"Clark County, Washington",206610,0.041,0.1679,0.1658,0.2073,0.1036,0.1374,0.0646,0.042,0.0319,0.0386
0500000US53015,"Cowlitz County, Washington",46195,0.0147,0.0707,0.1046,0.1603,0.0818,0.1807,0.1034,0.0768,0.0696,0.1374
0500000US53021,"Franklin County, Washington",31037,0.0434,0.1785,0.2575,0.1436,0.0383,0.1374,0.0457,0.1083,0.0395,0.0079
0500000US53025,"Grant County, Washington",40136,0.0064,0.1765,0.1516,0.1449,0.0827,0.2097,0.0313,0.1053,0.0443,0.0474
0500000US53027,"Grays Harbor County, Washington",36916,0.0078,0.0963,0.1151,0.0998,0.0838,0.1515,0.0716,0.0575,0.0804,0.2361
0500000US53029,"Island County, Washington",42847,0.0089,0.1102,0.1907,0.2302,0.1619,0.1117,0.0721,0.0462,0.0238,0.0442
0500000US53033,"King County, Washington",1004742,0.0174,0.147,0.1331,0.1054,0.1363,0.1221,0.1061,0.0737,0.0464,0.1125
0500000US53035,"Kitsap County, Washington",117020,0.016,0.0926,0.1472,0.1951,0.1539,0.1574,0.0628,0.038,0.0478,0.0892
0500000US53041,"Lewis County, Washington",36370,0.0128,0.0872,0.1185,0.1664,0.1347,0.1436,0.0584,0.0522,0.0507,0.1755
0500000US53045,"Mason County, Washington",34151,0.0182,0.0769,0.2155,0.2089,0.1137,0.1415,0.0793,0.0457,0.046,0.0545
0500000US53053,"Pierce County, Washington",371149,0.0226,0.1025,0.1612,0.1501,0.1326,0.1442,0.0895,0.0598,0.0343,0.1031
0500000US53057,"Skagit County, Washington",57132,0.0161,0.0872,0.1309,0.2149,0.1493,0.1381,0.0597,0.0495,0.024,0.1303
0500000US53061,"Snohomish County, Washington",333819,0.0279,0.1215,0.1785,0.1668,0.1552,0.1324,0.1072,0.0503,0.0185,0.0417
0500000US53063,"Spokane County, Washington",231433,0.0164,0.1209,0.1155,0.1241,0.0891,0.1671,0.065,0.1008,0.0676,0.1335
0500000US53067,"Thurston County, Washington",125156,0.0168,0.1347,0.191,0.186,0.1273,0.1488,0.0775,0.0364,0.0369,0.0447
0500000US53073,"Whatcom County, Washington",103719,0.0285,0.1446,0.18,0.1482,0.0945,0.1731,0.0516,0.0469,0.0237,0.1089
0500000US53077,"Yakima County, Washington",92463,0.0128,0.0733,0.1132,0.1311,0.0901,0.1701,0.0813,0.088,0.09,0.15
0500000US54003,"Berkeley County, West Virginia",53789,0.0323,0.1975,0.2998,0.1325,0.0912,0.0803,0.0249,0.0444,0.0261,0.0712
0500000US54011,"Cabell County, West Virginia",46042,0.0102,0.0669,0.0788,0.1218,0.095,0.1091,0.1804,0.1101,0.0733,0.1544
0500000US54033,"Harrison County, West Virginia",30545,0.0053,0.0674,0.0791,0.1347,0.0841,0.1348,0.113,0.1011,0.073,0.2075
0500000US54039,"Kanawha County, West Virginia",90444,0.0103,0.0449,0.0886,0.0799,0.0833,0.138,0.1279,0.1693,0.1179,0.1399
0500000US54061,"Monongalia County, West Virginia",49952,0.0193,0.1472,0.1835,0.1337,0.112,0.124,0.0486,0.0941,0.0381,0.0994
0500000US54081,"Raleigh County, West Virginia",34630,0,0.0723,0.0894,0.1643,0.1418,0.1864,0.0595,0.1332,0.0957,0.0573
0500000US54107,"Wood County, West Virginia",40324,0.0051,0.0573,0.0734,0.1248,0.1105,0.1502,0.1263,0.1303,0.0641,0.158
0500000US55009,"Brown County, Wisconsin",115209,0.0235,0.0986,0.1341,0.138,0.1323,0.1548,0.0919,0.0834,0.0345,0.1088
0500000US55017,"Chippewa County, Wisconsin",29343,0.0242,0.0858,0.1609,0.1101,0.0715,0.1823,0.074,0.0637,0.0345,0.193
0500000US55025,"Dane County, Wisconsin",260369,0.0201,0.142,0.1831,0.1112,0.1131,0.1283,0.0869,0.0761,0.0327,0.1067
0500000US55027,"Dodge County, Wisconsin",38411,0.0109,0.0603,0.1239,0.1065,0.0877,0.1505,0.0681,0.0772,0.0404,0.2744
0500000US55035,"Eau Claire County, Wisconsin",46530,0.0207,0.0766,0.1355,0.1346,0.1209,0.1435,0.0685,0.1035,0.0498,0.1464
0500000US55039,"Fond du Lac County, Wisconsin",46061,0.0047,0.0839,0.1058,0.1254,0.0891,0.1278,0.1004,0.0823,0.0313,0.2494
0500000US55055,"Jefferson County, Wisconsin",36888,0.0166,0.0589,0.1174,0.1213,0.0896,0.1501,0.0787,0.0914,0.0313,0.2447
0500000US55059,"Kenosha County, Wisconsin",73600,0.0174,0.0794,0.1276,0.1474,0.0701,0.1103,0.0727,0.1279,0.0754,0.1717
0500000US55063,"La Crosse County, Wisconsin",53746,0.0094,0.0944,0.1103,0.1214,0.102,0.1638,0.0902,0.096,0.0434,0.169
0500000US55071,"Manitowoc County, Wisconsin",38094,0.002,0.0471,0.062,0.1201,0.0552,0.1289,0.0799,0.1147,0.0633,0.3268
0500000US55073,"Marathon County, Wisconsin",60675,0.0225,0.0862,0.1483,0.1059,0.0962,0.148,0.087,0.0928,0.0473,0.1657
0500000US55079,"Milwaukee County, Wisconsin",423702,0.006,0.0486,0.048,0.0488,0.0541,0.1017,0.1217,0.1902,0.0902,0.2907
0500000US55087,"Outagamie County, Wisconsin",80476,0.0197,0.0905,0.14,0.1113,0.1147,0.1509,0.0772,0.0859,0.0492,0.1605
0500000US55089,"Ozaukee County, Wisconsin",39772,0.0083,0.0857,0.1161,0.143,0.116,0.1603,0.1181,0.0823,0.06,0.1102
0500000US55097,"Portage County, Wisconsin",31715,0.0154,0.0578,0.1489,0.133,0.1075,0.2149,0.0862,0.0649,0.0275,0.144
0500000US55101,"Racine County, Wisconsin",84771,0.0086,0.0492,0.0829,0.0933,0.1077,0.1508,0.1214,0.1415,0.0625,0.1821
0500000US55105,"Rock County, Wisconsin",71289,0.0225,0.0605,0.0771,0.1214,0.0597,0.1368,0.1253,0.1055,0.0894,0.2019
0500000US55109,"St. Croix County, Wisconsin",38866,0.0353,0.123,0.2858,0.129,0.1132,0.1195,0.0389,0.045,0.0157,0.0947
0500000US55111,"Sauk County, Wisconsin",31362,0.0102,0.0667,0.1691,0.1769,0.1246,0.1298,0.0528,0.0566,0.0328,0.1805
0500000US55117,"Sheboygan County, Wisconsin",52796,0.0078,0.0595,0.1037,0.1128,0.0858,0.1199,0.0822,0.0806,0.0427,0.3051
0500000US55127,"Walworth County, Wisconsin",53850,0.014,0.0642,0.1451,0.1411,0.0838,0.1383,0.0885,0.0892,0.0567,0.1791
0500000US55131,"Washington County, Wisconsin",59190,0.0233,0.088,0.1481,0.1805,0.0978,0.1627,0.0846,0.0679,0.0247,0.1224
0500000US55133,"Waukesha County, Wisconsin",174960,0.0155,0.097,0.1359,0.1669,0.1097,0.1549,0.124,0.1017,0.0263,0.0681
0500000US55139,"Winnebago County, Wisconsin",77392,0.0133,0.0615,0.1199,0.1185,0.1018,0.1519,0.0855,0.0999,0.0605,0.1872
0500000US55141,"Wood County, Wisconsin",34757,0.0169,0.0652,0.0985,0.1088,0.1038,0.1762,0.0839,0.132,0.0453,0.1695
0500000US56021,"Laramie County, Wyoming",45553,0.0254,0.1164,0.1459,0.1263,0.0929,0.1436,0.1092,0.1003,0.0383,0.1017
0500000US56025,"Natrona County, Wyoming",37315,0.0053,0.118,0.1173,0.095,0.1003,0.1825,0.0738,0.1696,0.0359,0.1023
0500000US72013,"Arecibo Municipio, Puerto Rico",41473,0.0026,0.0092,0.1271,0.1828,0.155,0.2018,0.1924,0.0873,0.0323,0.0095
0500000US72021,"Bayamón Municipio, Puerto Rico",86793,0.0005,0.0281,0.0587,0.0962,0.1399,0.1768,0.1978,0.0998,0.1307,0.0715
0500000US72025,"Caguas Municipio, Puerto Rico",60321,0,0.0467,0.1864,0.146,0.171,0.1989,0.1613,0.0652,0.0186,0.0061
0500000US72031,"Carolina Municipio, Puerto Rico",78708,0.0012,0.0205,0.0931,0.0952,0.1014,0.1973,0.3989,0.0627,0.0245,0.0052
0500000US72061,"Guaynabo Municipio, Puerto Rico",42067,0.0014,0.0389,0.1124,0.1354,0.1932,0.1681,0.2487,0.0795,0.0218,0.0006
0500000US72097,"Mayagüez Municipio, Puerto Rico",40548,0,0.021,0.0685,0.0879,0.1183,0.2179,0.1528,0.221,0.0959,0.0167
0500000US72113,"Ponce Municipio, Puerto Rico",67963,0.0016,0.0159,0.0928,0.1474,0.1301,0.3896,0.1567,0.0424,0.017,0.0064
0500000US72127,"San Juan Municipio, Puerto Rico",197338,0.0005,0.0307,0.0644,0.0767,0.0965,0.1718,0.1832,0.1648,0.1535,0.0578
0500000US72135,"Toa Alta Municipio, Puerto Rico",27261,0,0.0621,0.2326,0.2388,0.1383,0.1622,0.1003,0.0128,0.0148,0.038
0500000US72137,"Toa Baja Municipio, Puerto Rico",36261,0,0.0361,0.1421,0.0722,0.0954,0.2782,0.2943,0.0532,0.0171,0.0115
0500000US72139,"Trujillo Alto Municipio, Puerto Rico",31704,0,0.0178,0.1763,0.1712,0.1782,0.2557,0.1249,0.0498,0.0029,0.0231
